#queryName	queryLength	firstQueryPos	lastQueryPos	hitName	hitLength	firstHitPos	lastHitPos	frame	hitDescription	numberOfHits	coverage	identity	evalue	score	hspLength	relIdentity
1638_g	438	40	414	Q4YUW2	152	13	137	+1	Cytochrome c2,putative	30	0.82	65	5e-33	145	125	0.52
1639_g	1770	1	1746	Q8I365	507	1	506	+1	Ribosomal RNA large subunit methyltransferase 	30	0.79	221	2e-102	379	403	0.55
1640_g	273	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1641_g	1773	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1642_g	4194	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1643_g	5805	1525	5445	A0CPG2	2189	676	2000	+1	Chromosome undetermined scaffold_23, whole 	30	0.66	298	4e-17	97	1436	0.21
1644_g	4257	1507	4248	C0H4S1	1018	395	1016	+1	Putative uncharacterized protein	14	0.57	251	9e-120	437	581	0.44
1645_g	1266	1	1254	Q9NIH9	422	1	406	+1	Nucleoside transporter 1	23	0.99	171	2e-76	291	418	0.41
1646_g	2043	7	2028	Q8IDM7	710	4	701	+1	DNA topoisomerase III, putative	30	0.98	426	0	801	698	0.62
1647_g	657	1	495	B3L8C3	363	1	139	+1	G-beta repeat protein, putative	30	0.45	79	2e-38	164	165	0.48
1648_g	543	4	534	A5K8A8	363	166	361	+1	G-beta repeat protein, putative	30	0.54	119	1e-58	230	196	0.61
1649_g	495	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1650_g	75	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1651_g	2871	85	2844	Q8IIH1	1052	115	996	+1	ATP-dependent zinc metalloprotease FtsH 	30	0.88	609	0	1102	925	0.66
1652_g	8880	7579	8874	Q8IIH2	436	1	434	+1	Clathrin coat assembly protein, putative 	30	1.00	360	0	706	434	0.83
1653_g	1140	1	612	Q8IIH4	294	1	204	+1	U2 snRNP auxiliary factor, small subunit, 	30	0.69	191	1e-105	388	204	0.94
1654_g	522	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1655_g	1099	56	730	Q7RFN0	292	67	292	+2	Putative uncharacterized protein PY04675 	30	0.77	157	6e-71	273	226	0.70
1656_g	150	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1657_g	654	1	588	A5K3S3	223	1	200	+1	Putative uncharacterized protein	13	0.90	106	8e-52	208	200	0.53
1658_g	1104	1	1101	Q8IKY6	333	1	331	+1	Putative uncharacterized protein	10	0.66	101	3e-46	191	219	0.47
1659_g	717	55	702	A5K3S1	275	45	272	+1	Putative uncharacterized protein	30	0.83	136	8e-76	288	228	0.60
1660_g	408	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1661_g	690	1	606	Q8IKY4	248	21	221	+1	Putative uncharacterized protein	7	0.81	92	3e-46	190	202	0.46
1662_g	2907	1	2895	Q8IKY3	1029	1	1026	+1	Putative uncharacterized protein	30	0.94	290	2e-104	386	964	0.31
1663_g	735	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1664_g	93	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1665_g	3858	1939	2661	A5KAP2	2628	1729	1978	+1	Putative uncharacterized protein	11	0.10	82	1e-26	128	267	0.31
1666_g	1419	154	960	Q4YNY0	535	224	505	+1	Sequestrin, putative (Fragment)	5	0.53	78	4e-31	141	285	0.28
1667_g	559	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1668_g	3537	1873	2700	A5KAP2	2628	1687	1987	+1	Putative uncharacterized protein	30	0.12	91	6e-30	139	304	0.30
1669_g	861	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1670_g	1583	372	1112	Q4YNY0	535	224	484	+3	Sequestrin, putative (Fragment)	5	0.49	77	5e-26	124	263	0.30
1671_g	597	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1672_g	3996	1534	2295	A5K887	676	12	287	+1	Putative uncharacterized protein	6	0.42	134	2e-63	250	282	0.48
1673_g	612	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1674_g	819	1	315	C0H5H2	336	17	120	+1	Putative uncharacterized protein	3	0.31	58	7e-24	116	105	0.56
1675_g	261	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1676_g	2694	1144	2670	A5K890	557	65	554	+1	Putative uncharacterized protein	30	0.95	251	3e-123	448	529	0.48
1677_g	3495	775	2745	A5K892	1564	351	915	+1	Putative uncharacterized protein	12	0.28	152	4e-56	226	442	0.35
1678_g	81	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1679_g	294	28	291	A5K2G5	88	1	88	+1	Splicing factor, putative	30	1.00	75	2e-39	166	88	0.86
1680_g	1083	7	960	A5K2G6	395	57	366	+1	Putative uncharacterized protein	30	0.81	178	4e-82	310	320	0.56
1681_g	4368	1324	3678	Q8IDE2	1398	407	1065	+1	Putative uncharacterized protein	4	0.16	76	8e-26	125	220	0.35
1682_g	3210	583	2703	B3L763	933	98	812	+1	Putative uncharacterized protein	10	0.80	312	1e-154	553	743	0.42
1683_g	456	1	453	Q4XZZ1	167	1	167	+1	Mitochondrial inner membrane translocase, 	24	1.00	127	5e-67	258	167	0.77
1684_g	1155	31	933	A5K2L5	392	74	382	+1	Poly(A)-binding protein, putative	30	0.80	223	2e-108	397	313	0.72
1685_g	3507	4	3483	Q9U7N7	1193	5	1185	+1	Falcilysin (Fragment)	30	1.02	589	0	1037	1212	0.49
1686_g	315	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1687_g	4956	1	936	Q4YU68	586	146	458	+1	Putative uncharacterized protein	30	0.54	203	3e-120	439	314	0.65
1688_g	2733	2302	2730	Q8IE35	1795	1670	1795	+1	Putative uncharacterized protein	1	0.08	49	3e-09	70	146	0.34
1689_g	2463	679	1590	G0PEH1	4534	1269	1563	+1	Putative uncharacterized protein (Fragment) 	6	0.07	74	2e-07	63	312	0.24
1690_g	969	478	867	Q8IE34	252	116	240	+1	Ribonuclease P protein subunit rpr, putative 	8	0.52	55	3e-22	111	130	0.43
1691_g	354	91	345	C0H5E4	344	25	112	+1	Putative uncharacterized protein	5	0.26	53	2e-24	116	88	0.61
1692_g	4620	136	4575	C0H5E3	1214	20	1168	+1	Putative uncharacterized protein	6	0.26	93	1e-39	172	319	0.30
1693_g	46	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1694_g	792	550	789	Q7RRX4	1647	139	218	+1	Putative uncharacterized protein PY00593 	6	0.05	54	1e-21	108	80	0.68
1695_g	309	52	204	Q8IDT7	72	18	68	+1	Putative uncharacterized protein	4	0.71	45	4e-17	92	51	0.89
1696_g	2775	196	2751	Q8IDT6	925	63	918	+1	ABC transporter (MDR family)	30	0.98	386	0	692	908	0.43
1697_g	2910	2017	2484	A5K842	1369	1213	1366	+1	Putative uncharacterized protein	30	0.11	81	2e-42	180	156	0.52
1698_g	849	1	831	B3L8J4	281	1	277	+1	Exoribonuclease PH, putative	30	0.99	183	3e-106	389	277	0.67
1699_g	2544	793	2538	B3L8J3	899	233	797	+1	Putative uncharacterized protein	11	0.67	239	2e-113	416	598	0.40
1700_g	627	1	624	Q7RFZ4	204	1	202	+1	Putative uncharacterized protein PY04557 	7	1.03	93	9e-42	174	210	0.45
1701_g	867	1	864	C6KT75	288	1	288	+1	Ribonuclease	30	1.00	239	3e-143	513	288	0.83
1702_g	114	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1703_g	8469	5401	7659	Q7RGZ7	963	14	797	+1	Helicase conserved C-terminal domain, 	30	0.87	343	8e-163	582	836	0.42
1704_g	2037	7	1626	C6KT72	615	24	514	+1	Transcription or splicing factor-like 	30	0.90	311	2e-131	475	551	0.57
1705_g	369	43	366	Q8IB87	148	44	148	+1	Putative uncharacterized protein	6	0.73	54	3e-17	92	108	0.50
1706_g	579	1	357	B3L140	185	27	145	+1	Putative uncharacterized protein	30	0.64	83	5e-39	165	119	0.70
1707_g	5283	1375	5187	C0H4X7	1664	435	1627	+1	Putative uncharacterized protein	30	0.64	258	5e-51	209	1058	0.25
1708_g	3057	688	2244	Q8IB83	978	256	789	+1	Putative uncharacterized protein	6	0.57	149	3e-43	183	557	0.27
1709_g	5424	658	5418	Q8IB82	1276	105	1275	+1	Putative uncharacterized protein	30	0.40	268	2e-131	476	513	0.53
1710_g	3177	7	3174	Q8IIG7	1070	3	1070	+1	Uncharacterized protein PF11_0207	14	0.32	168	3e-78	299	339	0.50
1711_g	5838	2272	5835	Q4XZ33	1095	19	1095	+1	Putative uncharacterized protein (Fragment) 	30	0.82	303	4e-88	333	894	0.34
1712_g	2379	847	2028	Q8IJI4	2290	51	424	+1	10b antigen, putative	30	0.18	105	6e-09	68	411	0.26
1713_g	1815	142	1806	B3L5A6	585	47	579	+1	Putative uncharacterized protein	30	0.95	298	9e-164	582	555	0.54
1714_g	2319	1	2307	B3L5A7	779	1	773	+1	N-acetyl glucosamine phosphate mutase, 	30	1.03	358	4e-172	610	800	0.45
1715_g	279	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1716_g	945	1	942	Q8II61	316	1	316	+1	60S ribosomal protein P0	30	1.00	250	7e-127	458	316	0.80
1717_g	1344	1	1341	Q8II60	439	1	439	+1	26S protease subunit regulatory subunit 	30	1.02	381	0	726	447	0.86
1718_g	2922	46	2916	Q8II59	985	6	978	+1	Conserved Plasmodium protein	10	0.64	326	3e-176	624	626	0.53
1719_g	5664	3112	5232	Q7RDH5	4236	664	1386	+1	Putative uncharacterized protein PY05447 	11	0.09	119	3e-42	181	401	0.30
1720_g	3513	580	3495	A5K152	972	1	972	+1	DNA replication licensing factor MCM2, 	30	1.00	863	0	1578	972	0.89
1721_g	372	1	369	A5K151	144	1	144	+1	Putative uncharacterized protein	8	1.00	71	3e-30	135	144	0.50
1722_g	486	1	480	A5K150	317	133	316	+1	Ubiquitin fusion degradation protein, 	30	0.58	122	4e-50	201	184	0.67
1723_g	987	715	987	H2PLQ4	438	1	191	+1	Uncharacterized protein (Fragment)	30	0.20	34	1e-13	82	89	0.39
1724_g	180	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1725_g	7200	22	7182	Q7RQI9	2237	27	2236	+1	DEAD/DEAH box helicase, putative	30	0.85	1026	0	1885	1905	0.54
1726_g	3426	334	1245	A5K6A6	1331	146	458	+1	Putative uncharacterized protein	16	0.24	119	2e-33	150	323	0.37
1727_g	1377	454	1371	A5K6A6	1331	1035	1331	+1	Putative uncharacterized protein	7	0.23	132	1e-51	209	312	0.43
1728_g	63	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1729_g	1617	775	1605	Q9BMG7	597	317	593	+1	Probable endonuclease 4 2	30	0.46	189	3e-111	407	277	0.69
1730_g	642	1	636	Q8IE03	218	1	209	+1	Putative uncharacterized protein	30	0.97	131	2e-63	247	212	0.62
1731_g	3195	481	3180	Q8IE04	858	19	851	+1	Nucleotidyltransferase, putative	30	1.08	319	1e-126	460	927	0.35
1732_g	495	1	492	Q8IE05	163	1	163	+1	Sedlin, putative	30	1.01	129	2e-70	269	164	0.79
1733_g	3546	28	1668	Q7RLH5	567	12	564	+1	Putative uncharacterized protein PY02567 	20	1.03	257	5e-103	382	583	0.45
1734_g	885	1	858	Q8IE08	281	1	265	+1	Qa-SNARE protein, putative	30	1.02	205	1e-105	388	288	0.72
1735_g	441	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1736_g	783	13	693	O96202	255	35	228	+1	Mitochondrial ribosomal protein L12, putative 	30	0.90	122	9e-45	185	229	0.54
1737_g	1272	7	1269	A5KBZ9	428	4	428	+1	Eukaryotic peptide chain release factor 	30	0.99	370	0	723	425	0.88
1738_g	4056	1426	2391	Q4XIR1	462	133	457	+1	Putative uncharacterized protein (Fragment) 	9	0.72	119	5e-60	239	331	0.36
1739_g	6424	31	5364	O96204	4091	4	2190	+1	Conserved Plasmodium membrane protein 	7	0.20	280	3e-117	430	817	0.35
1801_g	2424	28	2406	Q8IDF9	803	1	801	+1	Inositol-polyphosphate 5-phosphatase	30	1.02	423	0	756	816	0.52
1802_g	3384	10	3270	Q8IDF8	1019	3	1011	+1	Ribosomal RNA large subunit methyltransferase 	30	0.37	255	3e-145	522	377	0.68
1803_g	297	1	264	Q7RC85	122	11	106	+1	ATP synthase subunit C, putative	30	0.79	67	1e-29	134	96	0.70
1804_g	885	1	642	A5K011	1963	3	205	+1	Putative uncharacterized protein	4	0.11	113	2e-57	228	214	0.53
1805_g	5307	1264	5163	A5K011	1963	606	1959	+1	Putative uncharacterized protein	26	0.53	403	0	712	1042	0.39
1806_g	390	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1807_g	1200	1	1158	B3LCJ8	275	1	261	+1	Chromodomain protein, putative	14	0.61	62	6e-22	110	168	0.37
1808_g	1380	91	1374	Q8I5K5	671	31	668	+1	Conserved Plasmodium protein	30	0.59	146	1e-53	216	397	0.37
1809_g	5028	3862	4218	Q8ILM9	1630	1129	1224	+1	Putative uncharacterized protein	6	0.07	41	6e-14	86	119	0.35
1810_g	2064	670	2010	Q8ILI3	809	361	790	+1	Metabolite/drug transporter, putative 	30	0.57	232	1e-110	406	463	0.51
1811_g	1124	141	1112	B3LAB0	373	65	371	+3	Proliferation-associated protein, putative 	30	0.87	160	5e-86	323	326	0.50
1812_g	147	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1813_g	3021	2569	2886	Q8ILI1	1990	1867	1978	+1	Putative uncharacterized protein	30	0.06	58	2e-26	127	112	0.52
1814_g	1008	16	849	B3L7J6	296	5	274	+1	Pyridoxine biosynthetic enzyme, putative 	30	0.94	149	5e-71	273	278	0.54
1815_g	4677	1	4659	Q7RG72	1297	1	1287	+1	Putative uncharacterized protein PY04476 	30	0.22	190	1e-103	384	284	0.67
1816_g	2472	595	2319	B3L7J8	792	135	709	+1	Putative uncharacterized protein	7	0.75	331	1e-173	616	597	0.56
1817_g	1461	328	1425	Q7RGX3	371	18	358	+1	Putative uncharacterized protein PY04223 	12	0.99	160	1e-77	296	366	0.44
1818_g	1596	115	1593	B3L931	543	26	543	+1	Protein disulfide isomerase, putative 	30	0.96	239	2e-126	458	520	0.46
1819_g	2556	442	2538	Q7RGQ1	803	115	799	+1	DNA-directed RNA polymerase	30	0.88	441	0	872	708	0.63
1820_g	1053	196	1050	B3L929	349	89	344	+1	Putative uncharacterized protein	6	0.82	113	2e-48	198	286	0.40
1821_g	1023	1	1005	Q7RGQ3	361	22	356	+1	Putative uncharacterized protein PY04293 	30	0.93	212	7e-126	455	336	0.64
1822_g	306	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1823_g	1911	1	1821	Q4XUY0	597	1	584	+1	Putative uncharacterized protein	30	1.06	320	4e-157	560	630	0.51
1824_g	303	22	141	Q8IKA6	454	3	42	+1	DNAJ protein, putative	8	0.09	30	7e-08	61	40	0.75
1825_g	696	1	561	B3L925	313	76	263	+1	DnaJ protein, putative	30	0.60	106	9e-45	185	188	0.57
1826_g	3891	2218	3420	Q8IK09	944	4	403	+1	Conserved Plasmodium protein	12	0.44	187	2e-67	263	415	0.46
1827_g	97	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1828_g	729	220	723	Q8IK11	187	18	171	+1	Conserved Plasmodium protein	13	0.91	92	2e-47	194	170	0.55
1829_g	2676	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1830_g	4415	3	3923	A2E8Z5	4057	392	4034	+3	Viral A-type inclusion protein, putative 	30	0.34	281	6e-34	152	1396	0.21
1831_g	1935	367	1827	A2ERL6	2832	1325	2110	+1	Viral A-type inclusion protein, putative 	30	0.19	111	8e-14	84	531	0.21
1832_g	7422	4	7212	A2FD36	3977	44	3944	+1	Viral A-type inclusion protein, putative 	30	0.69	537	5e-84	320	2746	0.20
1833_g	1858	196	1809	Q7RQQ8	1073	38	602	+1	Putative uncharacterized protein PY01034 	6	0.25	112	6e-53	214	267	0.42
1834_g	1383	7	732	Q4YH73	258	5	246	+1	Aquaglyceroporin, putative	30	0.94	142	5e-65	254	242	0.59
1835_g	1008	76	999	A5K4Y6	313	4	311	+1	50S ribosomal protein L2, putative	30	0.98	268	6e-160	568	308	0.88
1836_g	1260	1	549	A5K4Y5	404	1	190	+1	Putative uncharacterized protein	30	0.47	146	3e-70	271	190	0.77
1837_g	4923	244	4914	Q8II40	1439	63	1431	+1	Amino acid transporter, putative	19	0.54	209	1e-48	202	783	0.27
1838_g	78	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1839_g	3009	1987	2871	Q4XUW8	381	53	360	+1	Putative uncharacterized protein (Fragment) 	11	0.81	133	3e-65	256	309	0.44
1840_g	1266	70	1254	Q8I5G2	443	18	359	+1	Conserved Plasmodium protein	30	0.90	139	5e-40	171	397	0.36
1841_g	753	1	639	Q4YRW6	191	1	160	+1	Putative uncharacterized protein	2	1.13	52	7e-06	56	216	0.25
1842_g	1179	52	1089	Q7RCJ2	286	18	272	+1	Drosophila melanogaster CG17652 gene product 	6	0.42	62	3e-25	121	120	0.52
1843_g	2769	529	2745	Q7PDM0	818	164	806	+1	ERYTHROCYTE MEMBRANE PROTEIN PFEMP3	30	0.43	170	4e-80	305	354	0.49
1844_g	3368	156	3365	Q8I5G6	1696	646	1668	+3	Isoleucyl-tRNA synthetase, putative	30	0.28	235	5e-102	378	483	0.49
1845_g	717	1	705	Q7R8N6	238	1	235	+1	Ribose 5-phosphate isomerase	30	0.99	161	3e-90	336	235	0.69
1846_g	4176	28	4131	Q7RFF2	1404	5	1402	+1	S-adenosylmethionine decarboxylase-ornithine 	30	0.66	365	2e-171	609	926	0.40
1847_g	1443	100	1428	Q4XY00	472	5	468	+1	Putative uncharacterized protein	28	0.98	280	8e-159	565	464	0.61
1848_g	2268	1	2256	Q8IJ79	1743	1	827	+1	Leucine-rich repeat protein 8, LRR8	14	0.23	180	6e-69	268	407	0.45
1849_g	1312	238	954	Q8IJ79	1743	931	1227	+1	Leucine-rich repeat protein 8, LRR8	6	0.17	101	1e-30	140	297	0.35
1850_g	4065	1903	2055	Q59T40	190	8	90	-1	Questionable orf	2	0.27	24	3e-10	74	51	0.48
1851_g	825	1	822	A5JZ40	275	2	273	+1	Cyclin 4, putative	30	1.00	186	1e-110	404	274	0.68
1852_g	3696	655	3636	Q4Z5X1	1056	96	1029	+1	Putative uncharacterized protein	10	0.50	221	5e-98	365	526	0.43
1853_g	738	424	735	Q8IES0	211	106	209	+1	Small heat shock protein, putative	30	0.49	47	7e-19	99	104	0.46
1854_g	1284	298	1218	Q8IKF7	1966	1638	1958	+1	Putative uncharacterized protein	7	0.17	156	1e-61	243	335	0.47
1855_g	4691	804	3701	B3L977	3010	1620	2699	+3	Putative uncharacterized protein	21	0.23	262	1e-98	367	691	0.38
1856_g	4198	1	4110	Q7PDT6	2584	1	1184	+1	ERYTHROCYTE MEMBRANE PROTEIN PFEMP3	30	0.33	379	0	659	863	0.44
1857_g	678	55	621	Q8IKF5	226	20	206	+1	Putative uncharacterized protein	7	0.87	86	3e-30	136	196	0.44
1858_g	699	145	669	Q7RMW7	215	39	214	+1	Putative uncharacterized protein PY02061 	6	0.82	97	2e-28	130	176	0.56
1859_g	4800	2341	4248	Q8IEL1	1135	202	759	+1	Putative uncharacterized protein	9	0.32	105	8e-21	109	359	0.30
1860_g	1143	1	504	B3LBR8	205	1	188	+1	Rab5B protein, putative	30	0.92	107	2e-54	218	189	0.57
1861_g	3909	100	3246	Q7RKV1	1047	1	1038	+1	Unnamed protein product	30	1.04	414	0	690	1086	0.39
1862_g	903	1	900	Q7RKV0	300	1	300	+1	Ribosomal protein S15, putative	30	1.00	248	1e-146	524	300	0.83
1863_g	648	1	642	Q4XVP9	209	1	209	+1	Putative uncharacterized protein	30	1.02	132	8e-58	228	214	0.62
1864_g	561	1	543	Q4YYT0	184	1	181	+1	Flavoprotein, putative	30	0.98	118	1e-66	257	181	0.66
1865_g	1821	823	1818	Q8IAZ7	491	178	491	+1	Nucleolar preribosomal assembly protein, 	30	0.71	167	1e-75	290	350	0.48
1866_g	2637	877	2634	Q5VGY1	666	121	666	+1	Dihydrolipoamide dehydrogenase	30	0.88	381	0	686	586	0.66
1867_g	6099	3877	5913	Q7RS28	1523	898	1459	+1	Putative uncharacterized protein PY00538 	30	0.22	163	5e-71	276	342	0.48
1868_g	9021	1	3156	Q7RH77	1136	1	1120	+1	Protein with 5'-3' exonuclease domain 	21	1.03	425	4e-178	632	1168	0.37
1869_g	3066	568	2769	B3LAU8	2617	285	978	+1	Putative uncharacterized protein	17	0.11	125	4e-53	216	278	0.45
1870_g	1539	34	1362	Q8IM32	2820	1082	1542	+1	Putative uncharacterized protein	11	0.17	220	1e-123	449	468	0.48
1871_g	1218	550	1203	A5K1G3	2637	1726	1977	+1	Putative uncharacterized protein	7	0.10	86	4e-33	147	252	0.35
1872_g	1752	1	1260	Q7RMP4	1581	217	559	+1	Myosin D (Fragment)	30	0.27	218	7e-96	357	420	0.52
1873_g	3816	2335	3561	Q4Z178	579	135	508	+1	Myosin d, putative (Fragment)	30	0.72	177	4e-65	256	418	0.43
1874_g	672	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1875_g	1920	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1876_g	3066	1057	3063	B3LCT5	951	241	915	+1	Putative uncharacterized protein	7	0.78	288	2e-105	390	739	0.39
1877_g	1638	1	1614	Q8I5C4	542	1	538	+1	T-complex protein 1, gamma subunit, putative 	30	0.99	451	0	893	538	0.84
1878_g	825	517	819	A5JZ70	760	54	154	+1	Putative uncharacterized protein	5	0.13	49	5e-15	87	101	0.49
1879_g	1617	1	1611	A5JZ70	760	217	755	+1	Putative uncharacterized protein	12	0.72	247	1e-125	456	546	0.46
1880_g	3714	1	3711	Q7PDW1	1180	1	1179	+1	ERYTHROCYTE MEMBRANE PROTEIN PFEMP3	12	1.10	456	6e-147	528	1302	0.36
1881_g	1689	223	1686	Q8IEN9	619	132	619	+1	DNA-directed RNA polymerase alpha chain, 	30	0.79	394	0	819	489	0.81
1882_g	324	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1883_g	429	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1884_g	573	1	570	Q4YUR1	342	144	333	+1	Putative uncharacterized protein	12	0.56	95	5e-56	221	190	0.50
1885_g	1965	367	1953	B3LBN5	622	97	619	+1	DEAD box helicase, putative	30	0.86	376	0	715	534	0.71
1886_g	17634	217	17550	Q8IK84	5906	114	5790	+1	Cysteine repeat modular protein 4, putative 	30	0.21	492	0	923	1228	0.41
1887_g	1515	136	1500	Q4XZC8	454	2	454	+1	Binding protein, putative (Fragment)	30	1.10	217	2e-75	289	501	0.44
1888_g	510	1	372	B3L443	130	1	124	+1	40S ribosomal protein S15A, putative	30	0.95	113	8e-59	230	124	0.92
1889_g	471	106	465	O77388	221	19	221	+1	HVA22/TB2/DP1 family protein, putative 	8	0.38	58	2e-28	130	83	0.70
1890_g	879	37	837	Q4Z258	302	10	289	+1	Transporter, putative	30	0.93	179	1e-87	328	280	0.64
1891_g	1374	22	1362	Q4Z259	457	8	454	+1	Putative uncharacterized protein	17	0.98	294	7e-130	469	447	0.66
1892_g	2634	1	2631	Q7RIN5	936	1	936	+1	Putative uncharacterized protein PY03582 	9	0.69	204	4e-77	295	642	0.32
1893_g	651	1	648	A5K2H0	202	1	202	+1	Ubiquitin-conjugating enzyme family protein 	30	1.09	153	6e-72	275	220	0.70
1894_g	2931	115	2850	Q7RP53	988	37	968	+1	Arabidopsis thaliana At5g28850/F7P1_30 	30	0.99	423	0	687	980	0.44
1895_g	558	259	555	B3L759	197	99	197	+1	Putative uncharacterized protein	4	0.50	39	1e-13	81	99	0.40
1896_g	1452	1	1449	B3L758	479	1	479	+1	Putative uncharacterized protein	30	1.01	381	0	802	483	0.79
1897_g	591	55	558	Q8IDD5	198	20	191	+1	DNAJ like protein, putative	14	0.87	120	3e-54	216	173	0.70
1898_g	798	358	795	C0H4C0	470	87	232	+1	Serpentine receptor, putative	6	0.31	80	2e-42	177	146	0.55
1899_g	1173	10	1170	A5K665	388	2	388	+1	Eukaryotic initiation factor, putative 	30	1.00	357	0	727	387	0.93
1900_g	486	7	429	B3L1P4	142	2	142	+1	Putative uncharacterized protein	5	1.00	87	4e-45	185	142	0.62
1901_g	2286	256	2283	Q8IFP1	2874	1095	2874	+1	U5 small nuclear ribonucleoprotein-specific 	30	0.11	229	5e-111	407	317	0.73
1902_g	5949	43	5940	B3L1P3	2605	15	2317	+1	U5 small nuclear ribonucleoprotein-specific 	30	0.51	882	0	1719	1332	0.67
1903_g	600	13	510	Q8IFP2	170	4	169	+1	40S ribosomal protein S19, putative	30	0.98	110	7e-60	234	166	0.67
1904_g	1590	4	666	Q4Z7A3	357	52	272	+1	Putative uncharacterized protein (Fragment) 	9	0.62	111	1e-63	249	221	0.51
1905_g	939	1	675	Q8ID21	450	79	271	+1	Putative uncharacterized protein	16	0.51	89	3e-36	157	230	0.39
1906_g	6792	1	4902	Q8ID22	1700	1	1699	+1	DNA repair endonuclease, putative	30	0.58	436	0	684	990	0.45
1907_g	327	1	270	Q7RCS2	92	1	91	+1	Mitochondrial import inner membrane translocase 	30	0.99	71	1e-35	153	91	0.79
1908_g	7896	2842	7884	A5K9J1	2396	946	2387	+1	Putative uncharacterized protein	30	0.05	105	1e-56	229	126	0.84
1909_g	600	13	564	Q7RGK3	298	79	290	+1	60S ribosomal protein L8	30	0.71	150	1e-81	306	212	0.71
1910_g	540	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1911_g	1488	433	945	Q8I1Y0	378	230	355	+1	6-cysteine protein, putative	2	0.45	44	1e-06	60	171	0.26
1912_g	951	31	789	Q4YNY0	535	233	501	+1	Sequestrin, putative (Fragment)	5	0.52	89	2e-26	125	277	0.33
1913_g	1557	112	840	H1AAF0	2752	984	1203	+1	Transmission-blocking target antigen P230 	30	0.10	65	9e-07	60	266	0.25
1914_g	702	22	540	Q4YNY0	535	275	501	+1	Sequestrin, putative (Fragment)	4	0.43	56	1e-10	71	229	0.25
1915_g	663	136	657	Q4Z772	301	55	224	+1	Putative uncharacterized protein	5	0.58	58	1e-19	101	175	0.34
1916_g	2541	1909	2538	B3L0K9	212	5	212	+1	Ribosomal protein L13, putative	30	0.99	173	6e-100	371	210	0.83
1917_g	3885	1	3876	O96221	1471	1	1460	+1	Sec31p putative	30	0.76	595	0	1082	1124	0.53
1918_g	1683	55	1680	B3L0L1	544	1	542	+1	T-complex protein 1, putative	30	1.00	374	0	773	544	0.69
1919_g	690	184	573	B3LCU0	719	217	377	+1	Putative uncharacterized protein	3	0.22	65	1e-28	131	161	0.41
1920_g	252	null	null	null	null	null	null	null	null	0	null	null	null	null	null	null
1921_g	5025	1723	4908	Q7R905	1354	338	1289	+1	Putative uncharacterized protein PY07065 	10	0.83	335	2e-105	390	1119	0.30
1922_g	1458	1	1203	Q8I5B9	524	1	397	+1	Conserved Plasmodium protein	10	0.81	175	3e-75	288	422	0.42
1923_g	306	172	285	Q8I4W2	365	26	63	+1	Conserved Plasmodium protein	2	0.10	27	1e-07	60	38	0.72
1924_g	510	10	501	Q8I4W2	365	182	344	+1	Conserved Plasmodium protein	3	0.45	104	2e-58	229	164	0.64
1925_g	1053	1	1038	Q8I4W1	247	1	238	+1	Conserved Plasmodium protein	7	1.41	136	3e-52	211	348	0.40
1926_g	735	193	732	Q8I4W0	174	8	174	+1	Conserved Plasmodium protein	30	1.03	99	2e-50	204	180	0.55
1927_g	1233	121	1209	Q8I4V9	531	6	354	+1	Conserved protein	6	0.79	140	8e-48	196	419	0.34
1928_g	927	7	912	Q7RM28	306	1	302	+1	FK506-binding protein	30	0.99	218	4e-125	452	302	0.73
